datebirth,age,gender,maritalstatus,education,educationfield,department,jobrole,joblevel,totalworkingyears,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,numcompaniesworked,trainingtimeslastyear,performancerating,percentsalaryhike,monthlyincome,monthlyrate,salary,standardhours,overtime,remotework,distancefromhome,businesstravel,attrition,environmentsatisfaction,jobinvolvement,jobsatisfaction,relationshipsatisfaction,worklifebalance
1982,41,F,Unknown,3,Unknown,Other, Research Scientist ,2,12,6,3,3,3,4,3,14,4555.83,11845.17,54670.0,Full Time,Unknown,No,22,non-travel,No,4,3,4,1,2
1991,32,M,Married,1,Marketing,Other, Sales Executive ,2,4,3,1,2,0,3,3,13,2689.788,11681.39,53914.11,Part Time,Yes,Yes,2,non-travel,No,3,3,2,1,2
1998,25,M,Married,1,Life Sciences,Other, Sales Executive ,2,6,3,1,2,2,3,3,11,4492.84,11681.39,53914.11,Full Time,No,No,18,travel_rarely,No,1,4,3,2,2
1996,27,F,Married,3,Marketing,Other, Sales Executive ,2,6,6,4,4,1,3,3,11,4807.5,12499.5,57690.0,Full Time,Yes,Yes,10,non-travel,No,4,2,4,4,3
1996,27,F,Single,4,Life Sciences,Other, Research Scientist ,1,8,8,7,7,1,2,3,13,1995.0,5187.0,23940.0,Part Time,Yes,Yes,22,travel_rarely,Yes,4,3,3,4,3
1986,37,F,Single,3,Medical,Other, Laboratory Technician ,1,8,3,0,2,4,6,3,18,3728.204,7862.83,36290.0,Full Time,No,Yes,11,non-travel,No,1,3,3,1,3
1988,35,M,Unknown,2,Life Sciences,Other, Manufacturing Director ,3,10,2,2,2,2,2,3,11,4192.784000000001,20284.33,93620.0,Part Time,No,Yes,18,travel_frequently,No,3,3,4,3,3
1998,25,M,Unknown,3,Unknown,Other, Laboratory Technician ,1,7,3,0,2,4,2,3,11,2690.83,6996.17,32290.0,Full Time,No,Yes,1,non-travel,No,1,3,4,2,2
1993,30,F,Divorced,4,Marketing,Other, Sales Executive ,2,5,3,0,2,7,3,3,14,2342.59,11681.39,53914.11,Part Time,No,Yes,7,non-travel,No,4,3,1,2,3
1992,31,F,Unknown,5,Life Sciences, Research & Development , Research Director ,4,7,3,1,0,3,3,3,11,13685.0,35581.0,164220.0,Full Time,No,Yes,8,non-travel,No,1,3,2,3,4
1987,36,F,Unknown,4,Marketing,Other, Sales Executive ,2,11,3,0,2,4,3,3,13,4705.83,12235.17,53914.11,Full Time,No,No,16,non-travel,No,3,2,1,1,2
1998,25,M,Unknown,2,Unknown,Other, Sales Representative ,1,6,3,2,2,3,2,3,12,2842.288,9533.33,44000.0,Full Time,No,Yes,9,travel_rarely,Yes,1,2,1,1,3
1967,56,F,Unknown,2,Life Sciences,Other, Research Scientist ,1,5,3,1,0,2,3,4,22,1721.67,4476.33,20660.0,Part Time,Unknown,Yes,1,non-travel,No,1,3,1,4,4
1982,41,M,Unknown,5,Medical,Other, Research Scientist ,1,7,4,0,3,2,5,3,12,2342.59,6090.75,28111.13,Part Time,Unknown,Yes,5,non-travel,No,2,4,3,1,3
1992,31,F,Unknown,2,Unknown,Other, Human Resources ,1,8,3,0,2,9,3,3,18,3077.186,6090.75,28111.13,Part Time,No,Yes,8,travel_rarely,No,4,4,2,4,3
1992,31,M,Unknown,3,Life Sciences, Research & Development , Laboratory Technician ,1,7,2,2,2,6,2,3,13,2741.1220000000003,6090.75,28111.13,Part Time,Unknown,Yes,2,travel_frequently,Yes,2,3,4,3,1
1975,48,M,Divorced,3,Marketing, Sales , Sales Executive ,2,15,2,2,2,4,3,3,11,4571.67,11886.33,53914.11,Full Time,No,No,7,non-travel,No,3,3,1,1,3
1989,34,F,Married,4,Unknown,Other, Human Resources ,1,2,2,2,2,1,0,3,15,2342.59,6090.75,53914.11,Full Time,No,No,9,non-travel,Yes,1,3,3,4,3
1979,44,M,Single,3,Life Sciences,Other, Laboratory Technician ,1,7,5,0,3,3,5,3,14,2635.0,6851.0,53914.11,Full Time,Unknown,No,5,non-travel,No,3,2,3,4,3
1974,49,M,Married,4,Unknown, Research & Development , Healthcare Representative ,2,20,3,1,2,2,0,3,14,5542.5,14410.5,66510.0,Full Time,No,Yes,5,travel_rarely,No,1,3,3,2,2
1979,44,M,Unknown,3,Life Sciences,Other, Research Scientist ,1,6,5,1,3,1,3,3,13,2850.0,7410.0,34200.0,Full Time,Unknown,No,20,non-travel,No,4,3,2,3,2
1995,28,M,Married,3,Unknown,Other, Sales Representative ,1,5,3,1,2,3,3,3,15,2424.17,6302.83,29090.0,Full Time,Unknown,No,1,non-travel,Yes,1,3,3,4,4
1979,44,M,Single,1,Unknown, Research & Development , Manufacturing Director ,3,16,2,2,2,5,2,3,18,8339.32,21682.23,53914.11,Full Time,Unknown,Yes,2,travel_frequently,No,2,3,3,2,2
1968,55,M,Married,4,Life Sciences,Other, Healthcare Representative ,2,4,3,1,2,0,2,3,16,4492.84,11681.39,53914.11,Part Time,Unknown,Yes,4,travel_rarely,No,4,3,3,2,3
1995,28,M,Single,3,Life Sciences,Other, Sales Executive ,2,5,4,1,3,0,5,3,14,4081.67,10612.33,48980.0,Part Time,Unknown,Yes,7,travel_frequently,No,3,3,1,4,3
1974,49,F,Married,2,Medical,Other, Laboratory Technician ,2,10,3,1,2,4,3,4,25,4848.32,11681.39,53914.11,Part Time,Unknown,Yes,45,travel_rarely,No,4,2,1,1,3
1994,29,F,Unknown,1,Life Sciences,Other, Laboratory Technician ,1,4,3,0,2,0,3,3,13,2650.0,6890.0,31800.0,Full Time,No,No,2,travel_frequently,No,4,3,2,3,3
1991,32,M,Unknown,3,Unknown,Other, Manager ,3,10,5,0,0,2,5,3,25,4450.116,24362.0,112440.0,Full Time,Unknown,Yes,10,non-travel,No,3,3,4,2,4
1992,31,F,Unknown,3,Life Sciences,Other, Research Scientist ,1,7,7,7,7,1,2,3,12,3761.172,6090.75,28111.13,Part Time,No,Yes,3,travel_frequently,Yes,4,3,3,1,3
1983,40,M,Divorced,2,Life Sciences,Other, Healthcare Representative ,2,8,2,2,2,3,2,3,18,3390.83,8816.17,53914.11,Full Time,Unknown,No,43,non-travel,No,4,3,4,3,3
1987,36,M,Unknown,4,Life Sciences,Other, Sales Representative ,1,7,3,1,2,3,3,4,21,2342.59,6090.75,28111.13,Part Time,Yes,No,2,travel_rarely,No,3,3,4,4,2
1990,33,M,Unknown,4,Life Sciences,Other, Sales Executive ,2,5,2,2,2,2,6,3,13,5326.67,13849.33,63920.0,Full Time,No,No,8,non-travel,No,1,3,1,4,1
1993,30,M,Married,4,Unknown, Sales , Sales Executive ,3,9,4,1,3,3,3,3,12,8339.32,21682.23,53914.11,Full Time,Unknown,Yes,14,non-travel,No,1,3,2,2,3
1985,38,M,Married,3,Medical,Other, Manufacturing Director ,2,11,5,1,4,4,2,3,11,4045.83,10519.17,53914.11,Full Time,Unknown,No,2,travel_rarely,Yes,3,3,2,1,3
1975,48,F,Married,4,Unknown, Research & Development , Research Scientist ,1,16,8,7,6,8,3,3,12,2342.59,6090.75,28111.13,Part Time,Unknown,Yes,15,travel_rarely,No,3,3,1,4,2
1989,34,M,Unknown,4,Unknown, Research & Development , Research Scientist ,2,7,2,2,1,9,3,3,17,4492.84,11681.39,53914.11,Part Time,No,Yes,1,non-travel,No,2,3,4,2,2
1985,38,F,Single,3,Life Sciences,Other, Sales Executive ,2,8,3,1,2,2,5,3,12,4492.84,11681.39,53914.11,Part Time,No,No,16,travel_rarely,No,2,3,2,2,4
1988,35,F,Single,4,Unknown,Other, Healthcare Representative ,2,11,5,0,4,3,4,3,16,4492.84,11681.39,53914.11,Part Time,Yes,Yes,10,travel_rarely,No,1,3,3,3,3
2000,23,M,Married,3,Unknown,Other, Research Scientist ,1,4,2,2,2,2,2,3,16,2342.59,6090.75,53914.11,Full Time,No,Yes,10,non-travel,No,4,4,3,4,3
1987,36,M,Unknown,4,Unknown,Other, Laboratory Technician ,2,9,3,0,2,3,3,3,13,4163.036,11681.39,53914.11,Part Time,Yes,No,6,non-travel,No,1,4,1,4,3
1989,34,M,Unknown,4,Unknown,Other, Healthcare Representative ,2,8,8,7,7,1,3,3,14,5253.334000000001,11681.39,53914.11,Part Time,No,No,36,travel_frequently,No,3,2,3,2,2
2001,22,F,Married,2,Other,Other, Research Scientist ,1,4,4,1,3,1,2,3,14,2342.59,6090.75,53914.11,Full Time,Unknown,Yes,26,non-travel,No,2,2,3,2,2
1991,32,F,Married,4,Unknown,Other, Research Scientist ,1,6,3,0,2,3,3,3,17,2760.0,7176.0,33120.0,Full Time,No,Yes,5,non-travel,No,2,4,4,4,3
1992,31,M,Single,4,Unknown,Other, Sales Executive ,2,9,5,0,3,7,3,3,13,4492.84,11681.39,53914.11,Full Time,Unknown,No,2,travel_frequently,No,4,3,1,4,3
1987,36,F,Married,4,Life Sciences,Other, Manufacturing Director ,2,7,3,1,1,9,2,3,12,4492.84,11681.39,53914.11,Part Time,Yes,Yes,12,travel_rarely,No,3,3,3,2,3
2002,21,M,Single,1,Medical,Other, Research Scientist ,1,2,2,2,2,1,2,3,18,2448.572,6753.5,31170.0,Full Time,No,No,19,non-travel,No,3,3,4,3,3
1976,47,F,Married,4,Unknown,Other, Manager ,5,27,5,1,0,3,2,3,11,15943.72,41453.67,191324.62,Full Time,No,No,26,non-travel,No,4,3,3,3,3
1984,39,F,Unknown,3,Medical,Other, Manufacturing Director ,2,10,9,3,8,0,2,3,13,4492.84,11681.39,53914.11,Part Time,No,Yes,4,non-travel,No,1,3,3,4,1
1983,40,F,Unknown,3,Unknown,Other, Manufacturing Director ,3,18,4,3,3,6,2,3,15,8339.32,21682.23,100071.84,Part Time,Unknown,Yes,16,non-travel,No,3,3,4,4,2
1975,48,M,Unknown,5,Unknown,Other, Manager ,4,17,2,2,2,2,3,4,25,9155.962,32937.67,152020.0,Full Time,No,Yes,4,travel_frequently,No,3,2,4,2,3
1988,35,M,Unknown,2,Medical,Other, Sales Executive ,2,12,2,2,2,6,2,3,14,3652.404,11681.39,53914.11,Part Time,Yes,No,10,non-travel,Yes,1,1,4,4,2
1996,27,F,Unknown,3,Medical, Research & Development , Research Scientist ,1,5,3,0,2,7,0,3,17,2342.59,6090.75,28111.13,Part Time,Unknown,No,8,travel_rarely,No,2,4,3,1,3
1996,27,M,Single,3,Medical,Other, Research Scientist ,1,4,4,1,2,2,0,3,13,2150.0,5590.0,25800.0,Part Time,No,Yes,2,non-travel,No,4,3,4,3,2
1983,40,M,Unknown,3,Unknown,Other, Laboratory Technician ,1,10,4,0,3,3,3,3,14,1805.0,4693.0,21660.0,Part Time,Yes,Yes,7,travel_rarely,Yes,1,3,1,2,1
1994,29,M,Single,3,Unknown,Other, Sales Executive ,2,8,5,1,4,9,2,3,11,4492.84,11681.39,53914.11,Part Time,No,Yes,10,non-travel,No,3,2,3,3,3
1987,36,F,Married,4,Life Sciences,Other, Healthcare Representative ,3,9,3,0,2,4,6,3,12,4803.352000000001,21682.23,100071.84,Part Time,No,Yes,5,non-travel,No,2,3,1,3,3
1974,49,F,Married,4,Other,Other, Research Director ,4,27,4,1,2,3,2,3,16,12783.92,33238.2,153407.07,Full Time,Unknown,Yes,22,travel_rarely,No,1,3,2,2,3
2003,20,F,Single,3,Medical,Other, Sales Representative ,1,2,2,2,2,1,3,3,19,2342.59,6090.75,28111.13,Part Time,Unknown,Yes,13,travel_rarely,No,3,3,3,1,3
1987,36,F,Unknown,4,Unknown, Research & Development , Manufacturing Director ,2,4,3,1,2,0,6,3,15,3645.0,9477.0,43740.0,Part Time,Unknown,Yes,1,non-travel,No,4,2,3,3,3
1990,33,M,Unknown,4,Unknown,Other, Sales Executive ,2,6,6,0,4,1,5,3,14,4587.5,11927.5,55050.0,Full Time,Unknown,Yes,2,travel_rarely,No,4,3,4,3,3
1974,49,F,Divorced,3,Medical,Other, Laboratory Technician ,1,17,2,2,2,4,2,3,16,2155.83,5605.17,53914.11,Full Time,Unknown,Yes,16,non-travel,No,4,3,1,2,2
1976,47,F,Unknown,4,Life Sciences,Other, Manager ,4,29,3,1,2,6,2,3,14,13310.0,34606.0,159720.0,Full Time,Unknown,Yes,2,travel_rarely,No,2,4,2,3,3
2003,20,M,Unknown,1,Unknown,Other, Sales Representative ,1,2,2,0,2,1,3,3,11,2342.59,6090.75,53914.11,Full Time,No,Yes,9,travel_rarely,No,4,3,1,1,3
1987,36,M,Married,4,Unknown,Other, Healthcare Representative ,2,10,3,0,2,6,2,3,14,2815.2380000000003,11681.39,53914.11,Part Time,No,No,26,travel_rarely,No,1,3,3,2,2
1979,44,F,Unknown,3,Unknown, Human Resources , Human Resources ,1,8,2,2,2,4,2,3,18,3176.5060000000003,6090.75,28111.13,Part Time,Yes,No,1,travel_rarely,No,3,3,4,1,3
1968,55,M,Divorced,3,Technical Degree,Other, Research Scientist ,1,8,4,1,2,5,1,3,12,2342.59,6090.75,28111.13,Part Time,No,Yes,12,non-travel,No,1,2,2,4,3
2000,23,M,Divorced,3,Life Sciences,Other, Sales Representative ,1,3,3,0,2,1,2,4,21,2342.59,6090.75,28111.13,Part Time,Yes,No,7,non-travel,Yes,3,3,4,2,3
1997,26,M,Unknown,4,Unknown,Other, Laboratory Technician ,1,4,3,0,2,1,3,3,15,2317.2380000000003,4994.17,23050.0,Part Time,No,Yes,17,non-travel,No,4,1,3,3,4
1991,32,M,Married,3,Unknown,Other, Research Scientist ,1,8,5,1,3,6,3,3,13,2860.83,7438.17,53914.11,Full Time,Unknown,Yes,10,travel_frequently,No,1,3,3,1,2
1992,31,M,Married,4,Life Sciences,Other, Laboratory Technician ,1,6,5,0,3,1,2,3,14,2897.5,7533.5,34770.0,Full Time,Unknown,No,2,non-travel,No,2,3,3,4,4
1982,41,M,Married,3,Human Resources, Human Resources , Human Resources ,2,10,3,1,2,6,4,3,19,4492.84,11681.39,53914.11,Full Time,No,No,4,non-travel,No,3,1,2,2,3
1999,24,M,Unknown,1,Medical,Other, Laboratory Technician ,1,6,6,1,2,1,2,3,13,3255.83,8465.17,39070.0,Full Time,No,Yes,29,travel_rarely,No,2,3,1,2,4
1987,36,M,Unknown,5,Marketing,Other, Sales Executive ,2,16,2,2,2,5,3,3,13,4492.84,11681.39,53914.11,Part Time,Yes,Yes,13,non-travel,Yes,2,2,1,2,3
2000,23,F,Single,1,Unknown,Other, Laboratory Technician ,1,3,3,1,2,1,3,3,13,2342.59,6090.75,28111.13,Part Time,No,No,4,non-travel,No,3,3,2,3,1
1999,24,M,Married,3,Medical,Other, Human Resources ,1,3,2,2,1,0,2,3,14,2342.59,6090.75,28111.13,Part Time,No,No,35,non-travel,No,3,3,4,4,3
1993,30,F,Divorced,3,Unknown,Other, Human Resources ,1,7,4,1,2,6,0,3,11,2342.59,6090.75,53914.11,Full Time,No,No,42,travel_frequently,Yes,3,2,4,3,2
1992,31,M,Unknown,3,Unknown,Other, Sales Executive ,2,6,5,0,2,1,3,3,19,4492.84,11681.39,53914.11,Full Time,No,Yes,5,non-travel,No,1,3,3,3,3
1996,27,F,Unknown,3,Unknown,Other, Research Scientist ,1,6,6,1,4,1,5,3,11,2870.83,7464.17,34450.0,Full Time,Unknown,No,48,non-travel,No,4,3,4,3,2
1994,29,F,Single,3,Unknown,Other, Sales Representative ,1,2,2,2,2,1,3,3,13,2300.0,5980.0,27600.0,Part Time,Unknown,Yes,9,travel_rarely,Yes,2,1,2,3,3
1994,29,M,Unknown,3,Unknown,Other, Healthcare Representative ,2,10,3,0,2,8,5,3,12,5245.0,13637.0,62940.0,Full Time,Yes,No,1,non-travel,No,4,4,3,4,4
1970,53,F,Married,4,Unknown,Other, Manufacturing Director ,4,27,3,0,2,4,2,4,20,12844.196,33238.2,153407.07,Full Time,Yes,Yes,31,non-travel,No,1,2,3,4,2
1989,34,F,Unknown,2,Unknown,Other, Sales Executive ,2,9,2,2,2,5,3,3,12,4492.84,11681.39,53914.11,Full Time,No,Yes,3,travel_rarely,No,4,1,4,1,3
1972,51,F,Married,3,Unknown,Other, Manager ,3,10,2,2,2,2,2,3,11,10930.0,28418.0,53914.11,Full Time,No,Yes,3,travel_rarely,No,1,3,3,4,3
1986,37,M,Unknown,2,Marketing, Sales , Sales Executive ,2,5,5,0,3,1,2,3,14,4492.84,11681.39,53914.11,Part Time,No,No,9,travel_rarely,No,2,2,2,1,3
1977,46,M,Unknown,2,Life Sciences,Other, Sales Executive ,2,6,2,2,2,8,3,3,15,2710.288,11681.39,53914.11,Part Time,Unknown,No,26,non-travel,No,2,2,2,3,3
1980,43,M,Unknown,3,Unknown, Research & Development , Research Scientist ,1,12,3,1,2,4,2,3,13,2342.59,6090.75,53914.11,Full Time,No,Yes,9,non-travel,No,1,3,3,3,2
1982,41,M,Single,3,Unknown,Other, Healthcare Representative ,2,11,3,1,2,3,3,3,12,4492.84,11681.39,53914.11,Part Time,Unknown,No,35,travel_rarely,No,3,4,2,1,1
1992,31,F,Unknown,4,Unknown,Other, Sales Executive ,3,9,3,2,2,2,3,3,14,8339.32,21682.23,100071.84,Part Time,No,No,7,non-travel,No,1,3,1,4,3
1995,28,F,Unknown,3,Medical,Other, Research Scientist ,1,3,3,1,2,1,3,4,25,2992.5,7780.5,53914.11,Full Time,No,No,1,travel_rarely,No,3,3,1,3,3
1985,38,F,Unknown,4,Unknown, Sales , Sales Representative ,2,20,4,0,3,2,4,4,20,4504.17,11710.83,54050.0,Full Time,Yes,Yes,2,non-travel,No,2,1,4,1,2
1965,58,M,Married,4,Life Sciences, Research & Development , Research Director ,4,23,2,2,2,2,3,3,14,12783.92,33238.2,153407.07,Full Time,Unknown,Yes,15,travel_frequently,No,1,3,3,2,3
1994,29,M,Divorced,3,Unknown,Other, Human Resources ,1,7,2,2,0,4,3,3,15,2342.59,6090.75,28111.13,Part Time,Unknown,No,13,travel_rarely,Yes,1,2,1,4,3
1976,47,F,Single,4,Life Sciences,Other, Laboratory Technician ,1,18,2,2,0,4,2,3,12,1754.17,4560.83,21050.0,Part Time,Unknown,No,9,travel_rarely,No,2,3,3,3,3
1995,28,M,Unknown,2,Life Sciences,Other, Human Resources ,1,3,3,2,2,1,2,3,15,2476.166,6090.75,28111.13,Part Time,Unknown,Yes,1,non-travel,No,3,3,4,2,3
1991,32,M,Unknown,4,Marketing, Sales , Sales Executive ,2,7,2,2,2,7,3,3,12,4492.84,11681.39,53914.11,Part Time,Yes,Yes,2,travel_rarely,Yes,3,2,2,3,2
1984,39,M,Unknown,4,Unknown,Other, Research Scientist ,2,7,2,2,2,8,2,3,14,3251.67,8454.33,39020.0,Full Time,Unknown,Yes,19,travel_rarely,No,4,3,4,2,3
1968,55,M,Unknown,4,Unknown,Other, Research Scientist ,1,20,5,0,4,8,2,4,20,2218.33,5767.67,53914.11,Full Time,Unknown,No,2,travel_rarely,No,2,2,4,2,4
1994,29,M,Single,3,Life Sciences,Other, Laboratory Technician ,1,8,3,1,2,3,2,3,14,3542.222,4467.67,20620.0,Part Time,Unknown,Yes,7,non-travel,No,4,3,1,2,3
1988,35,F,Married,2,Other,Other, Manufacturing Director ,2,4,3,0,2,0,2,3,11,3244.772,11681.39,53914.11,Part Time,Unknown,No,16,non-travel,No,1,2,2,4,3
1989,34,M,Unknown,4,Technical Degree,Other, Research Scientist ,1,5,5,3,0,1,2,4,23,3069.902,6090.75,28111.13,Part Time,Unknown,Yes,16,non-travel,Yes,4,1,1,2,3
1967,56,M,Single,2,Unknown,Other, Laboratory Technician ,1,5,4,1,0,1,3,3,16,2155.83,5605.17,25870.0,Part Time,No,Yes,24,travel_rarely,Yes,1,3,4,4,3
1987,36,M,Unknown,2,Marketing,Other, Sales Executive ,2,8,4,1,3,2,1,3,16,4589.17,11931.83,55070.0,Full Time,Unknown,Yes,17,non-travel,No,3,2,2,3,1
1992,31,F,Divorced,2,Unknown,Other, Sales Executive ,2,7,5,1,4,2,2,3,11,4492.84,11681.39,53914.11,Part Time,Yes,No,10,non-travel,No,3,3,4,4,3
1989,34,F,Married,1,Unknown,Other, Sales Executive ,2,9,4,0,1,3,3,3,12,6752.5,17556.5,81030.0,Full Time,Yes,Yes,3,non-travel,No,4,2,4,3,2
1992,31,F,Divorced,3,Unknown,Other, Laboratory Technician ,1,4,2,2,2,8,0,3,12,3315.0,8619.0,39780.0,Full Time,No,No,4,travel_rarely,No,1,4,3,2,2
1978,45,M,Single,4,Medical,Other, Healthcare Representative ,2,12,4,0,3,4,3,3,12,4499.17,11697.83,53990.0,Full Time,No,Yes,1,travel_frequently,No,2,3,3,3,3
1984,39,F,Unknown,4,Unknown,Other, Sales Executive ,2,10,3,1,2,6,1,3,19,4492.84,11681.39,53914.11,Part Time,Unknown,No,21,non-travel,No,1,1,3,3,3
1985,38,M,Divorced,2,Unknown,Other, Research Scientist ,1,9,5,0,3,2,0,3,19,2342.59,6090.75,28111.13,Part Time,No,No,9,travel_rarely,No,2,3,4,4,4
1992,31,M,Divorced,2,Unknown,Other, Research Scientist ,1,4,4,2,3,1,3,3,13,2342.59,6090.75,28111.13,Full Time,Unknown,Yes,3,non-travel,No,3,3,1,4,3
1970,53,M,Unknown,4,Life Sciences,Other, Sales Executive ,3,15,2,2,2,6,2,3,13,8706.67,22637.33,53914.11,Full Time,Yes,Yes,24,non-travel,Yes,1,3,1,2,2
1985,38,M,Unknown,4,Other, Human Resources , Human Resources ,1,6,6,1,2,0,2,3,11,2342.59,6090.75,28111.13,Part Time,Yes,No,1,travel_frequently,No,4,3,2,2,3
1969,54,F,Single,3,Unknown,Other, Manufacturing Director ,2,9,5,1,4,6,3,3,19,3700.0,9620.0,44400.0,Part Time,Yes,No,10,non-travel,No,3,3,1,4,3
2000,23,M,Single,2,Unknown,Other, Laboratory Technician ,1,5,5,1,4,1,6,3,13,2342.59,6090.75,28111.13,Part Time,No,Yes,12,non-travel,No,4,3,4,3,4
1998,25,M,Unknown,1,Other,Other, Laboratory Technician ,1,6,2,0,2,6,2,3,19,2342.59,6090.75,28111.13,Part Time,Unknown,Yes,2,non-travel,No,4,3,3,3,2
1992,31,M,Unknown,2,Life Sciences,Other, Sales Representative ,1,3,2,1,2,0,1,3,19,2342.59,6090.75,28111.13,Full Time,No,Yes,2,non-travel,No,1,3,3,3,3
1988,35,M,Married,4,Medical,Other, Laboratory Technician ,1,12,2,2,2,7,3,3,11,2216.67,5763.33,26600.0,Part Time,Yes,Yes,11,travel_rarely,No,4,3,3,3,3
2001,22,M,Unknown,2,Unknown, Research & Development , Research Scientist ,1,4,3,1,2,0,2,3,12,2812.5,7312.5,33750.0,Full Time,No,Yes,1,non-travel,No,4,3,3,4,4
1991,32,F,Single,4,Unknown,Other, Laboratory Technician ,1,6,6,4,1,1,3,3,13,2342.59,6090.75,28111.13,Part Time,Unknown,No,29,travel_rarely,No,3,2,2,3,3
1991,32,M,Unknown,4,Unknown,Other, Sales Representative ,1,3,2,2,2,0,2,3,14,1890.83,4916.17,22690.0,Part Time,Unknown,Yes,36,non-travel,No,2,2,2,2,3
2002,21,M,Single,1,Medical, Sales , Sales Representative ,1,2,2,1,2,1,6,3,11,2342.59,6090.75,28111.13,Part Time,Unknown,Yes,5,travel_rarely,No,3,3,1,4,3
1987,36,F,Unknown,2,Life Sciences,Other, Manufacturing Director ,2,18,4,0,2,7,3,3,13,5012.468,11681.39,53914.11,Part Time,No,Yes,13,non-travel,No,1,3,2,2,3
1994,29,M,Married,4,Unknown,Other, Research Scientist ,1,4,2,2,2,9,3,3,14,3648.716,10371.83,47870.0,Full Time,Unknown,Yes,38,travel_rarely,Yes,3,3,4,2,4
1991,32,M,Unknown,3,Technical Degree,Other, Research Scientist ,1,4,4,1,2,1,4,3,14,2259.7380000000003,6090.75,28111.13,Part Time,No,Yes,2,travel_rarely,No,4,3,1,4,3
1983,40,M,Unknown,4,Unknown,Other, Research Scientist ,1,8,2,2,2,2,2,3,14,2340.83,6086.17,28090.0,Part Time,No,Yes,2,travel_rarely,No,3,2,3,4,3
1988,35,M,Unknown,4,Life Sciences,Other, Healthcare Representative ,2,10,10,0,2,1,2,3,14,4492.84,11681.39,53914.11,Part Time,Unknown,No,18,travel_frequently,No,3,3,3,4,4
1973,50,M,Unknown,3,Marketing, Sales , Sales Executive ,3,20,3,2,0,4,3,3,13,9045.0,23517.0,53914.11,Full Time,Unknown,Yes,40,travel_rarely,Yes,4,2,1,2,3
1997,26,F,Single,3,Other,Other, Sales Representative ,1,5,4,0,0,0,2,3,18,2342.59,6090.75,28111.13,Part Time,No,Yes,5,non-travel,No,4,2,3,4,3
1987,36,M,Unknown,2,Medical,Other, Laboratory Technician ,2,17,5,0,3,4,3,3,17,2142.5,5570.5,25710.0,Part Time,No,No,23,travel_frequently,No,3,4,4,3,3
1996,27,M,Unknown,3,Life Sciences,Other, Manufacturing Director ,2,6,6,0,3,1,0,4,20,4336.036,13307.67,61420.0,Full Time,Yes,No,4,travel_rarely,No,2,4,2,2,3
1990,33,M,Unknown,3,Medical,Other, Laboratory Technician ,1,7,1,0,0,4,3,3,11,3272.92,5408.0,24960.0,Part Time,No,No,2,non-travel,No,3,3,4,4,3
1987,36,F,Married,4,Life Sciences,Other, Research Scientist ,1,13,1,0,0,9,3,3,14,2849.17,7407.83,34190.0,Full Time,Yes,Yes,5,non-travel,No,2,2,1,4,4
1992,31,M,Single,4,Medical, Research & Development , Research Scientist ,1,1,1,1,0,1,4,3,17,2084.17,5418.83,25010.0,Part Time,No,Yes,1,non-travel,No,3,3,2,2,3
2001,22,M,Unknown,1,Technical Degree, Research & Development , Laboratory Technician ,1,3,2,2,1,0,2,3,14,2436.572,6090.75,28111.13,Part Time,Unknown,Yes,2,travel_rarely,No,3,3,4,3,3
1996,27,M,Divorced,3,Unknown,Other, Research Scientist ,1,1,1,0,1,1,2,3,15,2138.33,5559.67,53914.11,Full Time,Unknown,Yes,3,non-travel,No,3,2,3,4,2
1990,33,M,Unknown,3,Life Sciences,Other, Research Scientist ,1,4,3,0,2,0,2,3,14,2342.59,6090.75,28111.13,Part Time,No,Yes,2,travel_rarely,No,3,3,4,1,3
1987,36,F,Single,1,Unknown,Other, Laboratory Technician ,1,8,8,1,7,1,2,3,13,3273.704,6090.75,28111.13,Part Time,Unknown,Yes,18,travel_frequently,No,2,3,4,1,3
1986,37,F,Unknown,2,Medical,Other, Research Scientist ,1,13,3,0,2,2,2,3,14,3266.67,8493.33,39200.0,Full Time,Unknown,Yes,18,non-travel,No,1,2,1,1,2
1991,32,M,Married,3,Unknown,Other, Laboratory Technician ,1,5,5,0,3,1,3,4,20,2342.59,6090.75,28111.13,Part Time,Unknown,Yes,7,non-travel,No,2,4,2,3,1
1972,51,M,Divorced,3,Medical,Other, Manufacturing Director ,2,17,4,1,2,5,3,3,18,8961.931999999999,11681.39,53914.11,Part Time,Unknown,Yes,35,travel_rarely,No,3,1,2,4,3
1974,49,F,Unknown,2,Technical Degree,Other, Healthcare Representative ,4,20,7,0,7,7,2,3,12,11636.67,30255.33,53914.11,Full Time,Yes,Yes,45,non-travel,No,4,2,3,4,3
1988,35,M,Single,4,Unknown,Other, Healthcare Representative ,2,13,1,0,0,9,5,3,19,5450.0,14170.0,65400.0,Full Time,Unknown,Yes,9,non-travel,No,3,2,2,3,3
2001,22,F,Married,3,Medical,Other, Research Scientist ,1,2,2,1,2,1,1,3,13,1870.0,4862.0,53914.11,Full Time,No,No,11,non-travel,No,1,3,2,4,3
1990,33,F,Unknown,5,Unknown,Other, Research Director ,4,10,6,0,5,4,2,3,19,13486.67,35065.33,161840.0,Full Time,No,No,1,non-travel,No,1,4,3,3,3
1992,31,M,Divorced,4,Medical, Sales , Sales Executive ,2,5,3,1,2,2,2,3,17,3527.5,9171.5,53914.11,Full Time,No,No,13,non-travel,Yes,2,3,1,3,1
